Region,Annee,Semaine_Epi,Pluviometrie_mm,Temperature_Moy_C,Taux_Couverture_MILDA,Campagne_Vaccinale_Active,Cas_Paludisme,Cas_Dengue
Cascades,2015,24,67.4,30.4,80.7,0,224,1
Cascades,2015,25,72.3,29.3,90.9,0,343,5
Cascades,2015,26,35.9,25.3,92.7,0,1235,10
Cascades,2015,27,43.0,26.4,82.4,0,1261,12
Cascades,2015,28,77.5,29.6,88.5,0,1117,2
Cascades,2015,29,94.0,29.3,76.5,0,1336,12
Cascades,2015,30,85.1,25.4,85.1,0,1495,6
Cascades,2015,31,75.8,29.5,91.9,0,1617,2
Cascades,2015,32,77.6,31.0,83.8,0,1111,7
Cascades,2015,33,84.6,28.4,80.5,0,1582,4
Cascades,2015,34,113.9,30.0,90.1,0,1577,4
Cascades,2015,35,109.7,25.3,87.1,0,1170,12
Cascades,2015,36,21.7,32.9,91.7,0,1645,14
Cascades,2015,37,84.4,25.2,89.9,0,1071,10
Cascades,2015,38,48.5,28.6,75.2,0,1303,8
Cascades,2015,39,28.7,31.3,86.3,0,1018,0
Cascades,2015,40,95.4,25.3,76.6,0,1286,0
Cascades,2015,41,2.4,28.2,80.7,0,1206,1
Cascades,2015,42,3.2,32.0,91.9,0,1396,11
Cascades,2015,43,2.3,27.6,88.0,0,1199,6
Cascades,2015,44,1.6,30.6,75.5,0,1468,12
Cascades,2015,45,1.9,32.1,86.1,0,1285,14
Cascades,2015,46,3.0,28.2,91.2,0,1563,4
Cascades,2015,47,4.5,27.6,93.4,0,185,13
Cascades,2015,48,2.1,26.6,85.9,0,343,10
Cascades,2015,49,1.0,31.8,82.2,0,273,3
Cascades,2015,50,2.0,32.2,86.3,0,234,10
Cascades,2015,51,1.0,25.5,88.1,0,266,11
Cascades,2015,52,3.4,30.4,76.5,0,297,10
Cascades,2016,1,0.8,28.6,90.0,0,195,4
Cascades,2016,2,3.1,30.1,93.1,0,290,4
Cascades,2016,3,4.2,30.0,92.2,0,266,12
Cascades,2016,4,4.6,30.4,89.6,0,306,1
Cascades,2016,5,3.7,30.8,90.2,0,315,13
Cascades,2016,6,4.5,31.6,83.5,0,316,6
Cascades,2016,7,3.4,31.6,81.6,0,300,3
Cascades,2016,8,3.3,29.9,80.1,0,173,13
Cascades,2016,9,3.1,31.4,88.1,0,325,8
Cascades,2016,10,4.1,36.4,77.3,0,227,11
Cascades,2016,11,4.4,40.2,81.5,0,192,8
Cascades,2016,12,0.2,38.2,76.7,0,258,2
Cascades,2016,13,1.3,36.3,78.8,0,330,6
Cascades,2016,14,3.6,38.1,81.5,0,238,10
Cascades,2016,15,0.5,36.5,84.3,0,256,13
Cascades,2016,16,0.8,37.7,91.2,0,229,4
Cascades,2016,17,4.0,36.3,75.6,0,217,8
Cascades,2016,18,1.8,35.5,82.8,0,260,8
Cascades,2016,19,3.9,30.1,81.5,0,204,2
Cascades,2016,20,3.6,25.2,76.9,0,248,1
Cascades,2016,21,2.6,31.1,82.0,0,275,1
Cascades,2016,22,43.4,31.0,90.2,0,203,3
Cascades,2016,23,110.0,30.0,80.4,0,253,3
Cascades,2016,24,65.9,31.8,94.2,0,284,9
Cascades,2016,25,63.2,28.1,93.8,0,318,5
Cascades,2016,26,22.7,30.0,80.1,0,1244,6
Cascades,2016,27,41.1,30.3,84.9,0,1399,7
Cascades,2016,28,31.6,31.3,95.0,0,1247,4
Cascades,2016,29,97.4,28.4,77.5,0,1672,7
Cascades,2016,30,109.5,25.5,80.6,0,1268,13
Cascades,2016,31,68.6,29.0,85.0,0,1577,9
Cascades,2016,32,47.3,27.1,86.6,0,1416,3
Cascades,2016,33,109.9,32.8,91.4,0,1448,8
Cascades,2016,34,68.7,32.3,83.6,0,1383,13
Cascades,2016,35,69.0,25.7,91.2,0,1218,11
Cascades,2016,36,113.5,29.9,83.7,0,1656,0
Cascades,2016,37,30.6,32.5,93.9,0,1155,10
Cascades,2016,38,119.5,27.9,86.6,0,1233,7
Cascades,2016,39,37.7,32.4,94.5,0,1597,14
Cascades,2016,40,83.4,25.4,91.7,0,1511,6
Cascades,2016,41,2.4,27.1,75.7,0,1306,14
Cascades,2016,42,2.6,28.2,91.0,0,1051,0
Cascades,2016,43,1.1,26.4,86.7,0,1488,1
Cascades,2016,44,4.2,28.7,91.7,0,1531,13
Cascades,2016,45,4.4,25.0,78.7,0,1492,6
Cascades,2016,46,3.8,26.8,80.7,0,1421,11
Cascades,2016,47,4.7,29.3,88.6,0,193,8
Cascades,2016,48,2.2,30.0,87.7,0,312,11
Cascades,2016,49,1.6,33.0,87.4,0,325,7
Cascades,2016,50,2.5,28.6,84.6,0,169,11
Cascades,2016,51,4.6,32.6,92.9,0,269,7
Cascades,2016,52,4.1,29.0,87.5,0,286,4
Cascades,2017,1,3.9,31.1,94.5,0,210,11
Cascades,2017,2,0.5,28.4,93.7,0,217,3
Cascades,2017,3,0.3,31.3,88.8,0,257,0
Cascades,2017,4,0.5,28.7,82.9,0,328,8
Cascades,2017,5,1.6,28.2,87.2,0,195,8
Cascades,2017,6,4.9,25.4,81.4,0,323,5
Cascades,2017,7,2.6,28.1,92.4,0,190,8
Cascades,2017,8,1.7,27.7,94.9,0,230,2
Cascades,2017,9,1.6,30.2,84.4,0,205,7
Cascades,2017,10,4.6,38.2,85.0,0,194,1
Cascades,2017,11,0.4,35.6,93.9,0,242,11
Cascades,2017,12,1.8,36.8,84.7,0,197,7
Cascades,2017,13,2.7,40.6,82.2,0,242,13
Cascades,2017,14,4.3,35.4,94.5,0,300,11
Cascades,2017,15,4.2,40.6,88.5,0,324,0
Cascades,2017,16,0.1,37.6,87.6,0,296,11
Cascades,2017,17,4.1,37.8,87.1,0,166,1
Cascades,2017,18,3.9,39.1,91.3,0,185,14
Cascades,2017,19,1.4,26.4,87.7,0,269,0
Cascades,2017,20,0.4,29.8,92.3,0,272,7
Cascades,2017,21,1.0,33.0,90.0,0,324,12
Cascades,2017,22,92.2,27.1,93.3,0,276,6
Cascades,2017,23,113.1,27.2,81.1,0,192,1
Cascades,2017,24,71.2,27.8,87.3,0,322,2
Cascades,2017,25,85.5,25.6,84.3,0,265,4
Cascades,2017,26,48.8,32.2,92.8,0,1235,2
Cascades,2017,27,106.3,32.1,82.0,0,1313,5
Cascades,2017,28,71.5,29.5,88.5,0,1297,12
Cascades,2017,29,85.5,29.7,76.1,0,1613,5
Cascades,2017,30,30.3,27.7,83.2,0,1007,10
Cascades,2017,31,118.4,28.7,88.0,0,1374,0
Cascades,2017,32,108.7,30.5,83.4,0,1055,1
Cascades,2017,33,83.2,27.6,90.2,0,1445,3
Cascades,2017,34,68.0,30.9,79.1,0,973,8
Cascades,2017,35,27.9,27.3,83.3,0,1299,13
Cascades,2017,36,106.0,29.1,87.6,0,1035,13
Cascades,2017,37,21.5,27.3,83.6,0,1223,13
Cascades,2017,38,39.0,28.4,91.8,0,1574,7
Cascades,2017,39,75.3,25.1,80.5,0,1228,14
Cascades,2017,40,55.5,31.3,86.3,0,1554,7
Cascades,2017,41,4.3,30.5,84.1,0,1151,10
Cascades,2017,42,2.6,30.8,89.7,0,1432,4
Cascades,2017,43,0.6,29.1,84.2,0,1234,13
Cascades,2017,44,2.7,29.8,76.2,0,1318,0
Cascades,2017,45,2.7,25.3,92.0,0,1587,9
Cascades,2017,46,3.6,26.9,89.9,0,1580,11
Cascades,2017,47,3.0,28.0,78.1,0,282,1
Cascades,2017,48,0.4,27.8,83.4,0,264,10
Cascades,2017,49,0.7,30.0,83.2,0,306,11
Cascades,2017,50,1.7,29.5,85.2,0,278,6
Cascades,2017,51,2.2,27.4,94.1,0,301,2
Cascades,2017,52,2.5,28.8,84.0,0,288,4
Cascades,2018,1,4.7,26.8,89.3,0,249,9
Cascades,2018,2,2.0,29.1,94.7,0,186,7
Cascades,2018,3,0.4,32.9,86.5,0,266,0
Cascades,2018,4,4.5,30.1,80.2,0,261,9
Cascades,2018,5,4.3,26.2,76.4,0,230,3
Cascades,2018,6,1.6,25.3,91.5,0,285,9
Cascades,2018,7,3.9,25.7,83.0,0,204,4
Cascades,2018,8,2.1,31.0,79.7,0,288,10
Cascades,2018,9,1.8,26.8,75.0,0,292,0
Cascades,2018,10,4.4,40.0,81.9,0,320,1
Cascades,2018,11,2.9,35.7,93.6,0,244,13
Cascades,2018,12,1.9,38.6,88.1,0,279,10
Cascades,2018,13,5.0,40.1,89.0,0,180,8
Cascades,2018,14,2.8,37.1,83.9,0,297,14
Cascades,2018,15,1.3,38.4,91.5,0,280,2
Cascades,2018,16,3.4,35.6,83.9,0,170,10
Cascades,2018,17,1.7,36.1,83.8,0,186,6
Cascades,2018,18,0.1,38.9,91.0,0,319,12
Cascades,2018,19,0.3,31.8,77.3,0,293,11
Cascades,2018,20,3.8,29.3,91.4,0,282,7
Cascades,2018,21,4.9,26.9,82.3,0,262,2
Cascades,2018,22,112.8,25.5,84.9,0,317,3
Cascades,2018,23,62.3,26.8,89.6,0,265,11
Cascades,2018,24,107.7,30.1,87.6,0,214,2
Cascades,2018,25,93.6,29.9,81.3,0,304,2
Cascades,2018,26,107.6,32.3,82.8,0,1206,7
Cascades,2018,27,58.6,26.5,94.3,0,1279,6
Cascades,2018,28,47.3,25.8,91.9,0,1457,9
Cascades,2018,29,24.0,29.8,88.5,0,1026,0
Cascades,2018,30,96.5,28.9,92.1,0,1520,2
Cascades,2018,31,92.2,32.9,87.7,0,1357,3
Cascades,2018,32,57.5,26.9,88.0,0,1490,1
Cascades,2018,33,93.7,31.4,82.2,0,1081,5
Cascades,2018,34,31.7,30.1,82.5,0,1357,10
Cascades,2018,35,106.3,32.6,76.3,0,1212,5
Cascades,2018,36,26.5,26.9,93.2,0,1497,3
Cascades,2018,37,53.2,28.6,85.6,0,1020,0
Cascades,2018,38,61.4,28.4,78.4,0,1476,10
Cascades,2018,39,33.0,31.8,79.3,0,1357,11
Cascades,2018,40,50.6,27.9,81.4,0,1438,4
Cascades,2018,41,3.3,29.4,76.4,0,1492,14
Cascades,2018,42,0.8,30.8,83.8,0,1178,14
Cascades,2018,43,3.7,30.4,80.2,0,1011,5
Cascades,2018,44,4.7,28.2,88.9,0,1234,12
Cascades,2018,45,2.0,29.8,79.0,0,1070,12
Cascades,2018,46,3.6,27.9,85.7,0,1466,3
Cascades,2018,47,2.1,32.7,86.1,0,162,1
Cascades,2018,48,3.7,32.2,79.6,0,207,6
Cascades,2018,49,1.8,25.4,84.0,0,269,9
Cascades,2018,50,3.0,30.5,76.5,0,259,7
Cascades,2018,51,2.4,32.0,84.0,0,292,8
Cascades,2018,52,1.1,29.6,93.2,0,179,5
Cascades,2019,1,0.8,25.4,90.1,0,244,8
Cascades,2019,2,0.2,25.7,84.0,0,258,10
Cascades,2019,3,2.1,25.7,88.1,0,193,2
Cascades,2019,4,4.7,29.6,83.4,0,291,10
Cascades,2019,5,4.9,28.0,90.0,0,275,14
Cascades,2019,6,2.8,30.7,76.8,0,198,2
Cascades,2019,7,3.1,31.8,79.7,0,253,12
Cascades,2019,8,3.4,31.0,85.3,0,184,8
Cascades,2019,9,2.3,27.8,83.0,0,198,10
Cascades,2019,10,0.2,36.8,85.1,0,206,3
Cascades,2019,11,3.8,37.2,89.3,0,159,7
Cascades,2019,12,0.9,36.2,89.2,0,183,4
Cascades,2019,13,1.5,37.9,78.9,0,224,9
Cascades,2019,14,4.1,38.2,81.2,0,252,14
Cascades,2019,15,0.7,37.0,92.0,0,229,13
Cascades,2019,16,2.0,35.8,81.6,0,270,12
Cascades,2019,17,2.8,34.7,83.3,0,181,2
Cascades,2019,18,0.4,34.2,75.0,0,294,10
Cascades,2019,19,0.0,27.9,87.7,0,166,4
Cascades,2019,20,3.5,25.8,88.5,0,288,11
Cascades,2019,21,3.2,25.4,82.2,0,176,13
Cascades,2019,22,30.8,29.9,91.7,0,167,5
Cascades,2019,23,70.7,32.3,82.4,0,216,3
Cascades,2019,24,45.9,26.7,79.0,0,312,5
Cascades,2019,25,77.0,25.5,90.1,0,241,8
Cascades,2019,26,56.4,27.0,90.3,0,1189,0
Cascades,2019,27,113.1,30.8,83.7,0,1041,4
Cascades,2019,28,70.8,31.7,94.3,0,1333,8
Cascades,2019,29,82.7,32.4,79.4,0,981,13
Cascades,2019,30,32.5,29.3,88.4,0,1397,10
Cascades,2019,31,104.9,27.6,89.0,0,1325,11
Cascades,2019,32,72.7,27.4,91.0,0,1384,11
Cascades,2019,33,102.6,30.1,84.6,0,1213,11
Cascades,2019,34,99.8,29.4,77.1,0,1113,11
Cascades,2019,35,90.3,28.9,89.8,0,1552,3
Cascades,2019,36,53.2,32.0,86.5,0,1336,5
Cascades,2019,37,102.2,31.9,89.9,0,1427,3
Cascades,2019,38,71.6,25.7,86.2,0,1070,5
Cascades,2019,39,113.6,32.4,91.3,0,1297,10
Cascades,2019,40,70.7,27.1,90.2,0,1371,14
Cascades,2019,41,3.1,31.1,78.7,0,1441,8
Cascades,2019,42,4.1,25.9,90.1,0,1464,7
Cascades,2019,43,0.9,32.3,77.4,0,1296,9
Cascades,2019,44,2.6,30.2,75.3,0,1406,14
Cascades,2019,45,4.8,25.1,85.2,0,1414,7
Cascades,2019,46,3.5,26.8,83.9,0,1278,2
Cascades,2019,47,2.1,27.7,81.3,0,234,0
Cascades,2019,48,4.7,32.2,86.5,0,208,11
Cascades,2019,49,4.7,28.9,88.9,0,193,6
Cascades,2019,50,3.8,28.1,87.8,0,277,13
Cascades,2019,51,4.4,26.9,88.0,0,205,8
Cascades,2019,52,0.3,31.1,92.7,0,222,9
Cascades,2020,1,1.9,30.8,77.5,0,303,6
Cascades,2020,2,0.4,26.8,84.2,0,195,9
Cascades,2020,3,5.0,26.2,93.6,0,288,11
Cascades,2020,4,0.3,29.6,89.7,0,265,7
Cascades,2020,5,3.5,30.7,94.8,0,220,14
Cascades,2020,6,4.6,27.1,77.7,0,228,3
Cascades,2020,7,4.4,26.1,91.9,0,297,4
Cascades,2020,8,0.5,26.2,93.6,0,186,12
Cascades,2020,9,3.0,26.3,89.2,0,271,10
Cascades,2020,10,1.7,34.8,75.3,0,176,1
Cascades,2020,11,2.1,37.0,92.8,0,241,5
Cascades,2020,12,3.2,39.2,87.4,0,158,4
Cascades,2020,13,1.4,37.0,89.3,0,195,3
Cascades,2020,14,3.9,36.7,87.3,0,209,3
Cascades,2020,15,0.1,37.4,86.3,0,163,8
Cascades,2020,16,3.8,40.8,78.4,0,294,0
Cascades,2020,17,2.1,40.3,78.1,0,261,5
Cascades,2020,18,3.1,37.9,88.3,0,181,12
Cascades,2020,19,1.2,31.9,81.1,0,268,6
Cascades,2020,20,4.1,28.0,87.5,0,300,5
Cascades,2020,21,2.6,26.6,80.8,0,193,1
Cascades,2020,22,49.6,26.4,92.8,0,235,10
Cascades,2020,23,66.2,27.9,86.4,0,259,9
Cascades,2020,24,94.7,28.3,79.5,0,205,9
Cascades,2020,25,103.9,31.8,88.6,0,213,0
Cascades,2020,26,118.3,27.8,78.9,0,1410,4
Cascades,2020,27,42.9,31.1,92.3,0,1492,5
Cascades,2020,28,45.5,25.7,92.9,0,1501,7
Cascades,2020,29,112.4,32.0,75.9,0,1342,10
Cascades,2020,30,98.1,29.6,89.5,0,1544,5
Cascades,2020,31,90.6,27.3,87.6,0,1335,2
Cascades,2020,32,80.1,26.0,78.9,0,1447,10
Cascades,2020,33,86.9,26.5,83.2,0,1020,10
Cascades,2020,34,21.1,32.3,82.8,0,1264,7
Cascades,2020,35,41.4,25.6,81.7,0,1352,6
Cascades,2020,36,57.5,28.3,76.1,0,1450,0
Cascades,2020,37,33.7,28.1,78.9,0,1489,8
Cascades,2020,38,24.0,30.3,86.3,0,1283,9
Cascades,2020,39,95.7,26.3,83.3,0,1030,2
Cascades,2020,40,66.1,29.2,94.9,0,1421,7
Cascades,2020,41,1.3,26.9,91.7,0,1446,0
Cascades,2020,42,0.3,32.9,76.8,0,1516,9
Cascades,2020,43,1.4,31.8,81.1,0,1165,5
Cascades,2020,44,0.6,32.3,79.5,0,1058,7
Cascades,2020,45,2.4,26.9,91.8,0,1062,13
Cascades,2020,46,4.1,32.5,91.3,0,1317,3
Cascades,2020,47,2.6,30.9,79.4,0,166,4
Cascades,2020,48,1.9,29.3,94.2,0,278,12
Cascades,2020,49,3.6,32.1,88.7,0,195,13
Cascades,2020,50,0.9,28.6,90.9,0,207,0
Cascades,2020,51,1.3,31.2,83.5,0,293,13
Cascades,2020,52,2.3,27.6,77.8,0,294,12
Cascades,2021,1,1.0,25.8,81.3,0,154,14
Cascades,2021,2,4.6,30.8,84.1,0,259,4
Cascades,2021,3,1.9,27.1,82.1,0,223,12
Cascades,2021,4,3.6,30.7,84.1,0,250,12
Cascades,2021,5,2.2,29.0,82.1,0,169,4
Cascades,2021,6,3.7,29.2,85.3,0,293,14
Cascades,2021,7,1.0,26.5,87.1,0,232,13
Cascades,2021,8,4.8,32.3,94.5,0,278,14
Cascades,2021,9,1.0,27.3,75.8,0,226,14
Cascades,2021,10,0.4,40.3,90.6,0,294,11
Cascades,2021,11,4.3,38.9,86.9,0,151,8
Cascades,2021,12,4.3,37.9,93.8,0,161,7
Cascades,2021,13,4.4,40.1,76.0,0,284,12
Cascades,2021,14,3.9,35.5,89.7,0,176,7
Cascades,2021,15,1.3,36.7,76.8,0,195,10
Cascades,2021,16,4.8,36.4,86.7,0,207,3
Cascades,2021,17,0.3,34.6,84.9,0,169,2
Cascades,2021,18,2.7,39.0,93.0,0,290,2
Cascades,2021,19,2.2,31.5,80.2,0,169,4
Cascades,2021,20,0.7,25.1,82.4,0,156,5
Cascades,2021,21,1.4,32.1,76.9,0,186,12
Cascades,2021,22,95.6,28.9,90.9,0,274,4
Cascades,2021,23,99.2,30.2,93.1,0,184,14
Cascades,2021,24,47.1,26.9,94.4,0,259,0
Cascades,2021,25,76.1,27.8,93.9,0,154,5
Cascades,2021,26,50.2,28.2,84.5,0,980,4
Cascades,2021,27,88.0,32.3,92.5,0,945,1
Cascades,2021,28,77.8,32.7,81.9,0,1011,0
Cascades,2021,29,101.5,30.4,86.3,0,1017,9
Cascades,2021,30,22.4,28.7,76.9,0,1099,7
Cascades,2021,31,110.4,30.7,89.1,0,1367,1
Cascades,2021,32,46.5,26.6,75.0,0,1418,14
Cascades,2021,33,98.5,32.4,78.6,0,1200,10
Cascades,2021,34,113.2,30.2,80.7,0,1367,10
Cascades,2021,35,49.5,30.7,87.4,0,1426,10
Cascades,2021,36,99.2,27.1,78.6,0,1172,8
Cascades,2021,37,47.8,30.6,91.1,0,991,2
Cascades,2021,38,101.4,30.2,81.9,0,1351,8
Cascades,2021,39,36.0,29.4,76.4,0,1057,3
Cascades,2021,40,23.0,25.4,84.6,0,1228,0
Cascades,2021,41,1.4,29.9,75.9,0,1248,6
Cascades,2021,42,3.7,25.2,88.7,0,1409,3
Cascades,2021,43,3.4,30.5,94.3,0,1166,3
Cascades,2021,44,1.7,30.1,75.1,0,1474,9
Cascades,2021,45,3.5,28.1,88.6,0,1042,2
Cascades,2021,46,3.7,30.0,85.9,0,884,11
Cascades,2021,47,0.5,28.0,90.2,0,276,14
Cascades,2021,48,2.5,27.7,88.4,0,165,12
Cascades,2021,49,1.0,25.1,88.9,0,198,8
Cascades,2021,50,2.0,27.0,88.6,0,170,11
Cascades,2021,51,0.4,32.5,83.5,0,155,7
Cascades,2021,52,2.2,31.9,84.1,0,243,7
Cascades,2022,1,1.7,25.5,91.9,0,245,8
Cascades,2022,2,5.0,29.1,90.8,0,234,4
Cascades,2022,3,0.9,25.8,79.8,0,242,13
Cascades,2022,4,3.6,27.5,80.9,0,224,9
Cascades,2022,5,1.9,30.7,90.3,0,290,4
Cascades,2022,6,1.1,30.7,80.4,0,273,2
Cascades,2022,7,1.9,32.8,81.1,0,254,13
Cascades,2022,8,0.2,28.2,83.7,0,243,3
Cascades,2022,9,1.5,32.9,76.7,0,151,12
Cascades,2022,10,3.3,38.2,92.7,0,291,1
Cascades,2022,11,2.5,36.3,85.4,0,295,11
Cascades,2022,12,1.5,40.2,76.4,0,272,8
Cascades,2022,13,4.7,40.0,77.2,0,281,6
Cascades,2022,14,2.4,40.6,75.8,0,213,5
Cascades,2022,15,2.1,40.4,82.3,0,291,8
Cascades,2022,16,2.5,36.7,94.8,0,284,13
Cascades,2022,17,1.6,35.6,89.6,0,278,7
Cascades,2022,18,1.5,40.1,87.3,0,159,9
Cascades,2022,19,4.9,28.0,76.4,0,257,14
Cascades,2022,20,0.7,27.8,87.3,0,195,0
Cascades,2022,21,2.6,32.5,89.7,0,288,11
Cascades,2022,22,116.0,31.8,92.8,0,162,4
Cascades,2022,23,86.8,28.9,94.3,0,208,9
Cascades,2022,24,56.4,26.3,86.6,0,294,12
Cascades,2022,25,57.3,28.7,78.0,0,239,6
Cascades,2022,26,95.8,28.7,85.3,0,1278,4
Cascades,2022,27,95.3,26.4,93.4,0,1425,10
Cascades,2022,28,24.2,29.6,94.4,0,1003,5
Cascades,2022,29,36.7,31.9,80.8,0,1375,12
Cascades,2022,30,54.7,28.9,93.6,0,1137,12
Cascades,2022,31,68.7,31.1,82.6,0,1164,1
Cascades,2022,32,62.6,29.3,79.4,0,919,7
Cascades,2022,33,91.4,30.8,80.8,0,1448,1
Cascades,2022,34,38.7,27.7,84.7,0,986,7
Cascades,2022,35,21.2,27.3,86.3,0,1360,7
Cascades,2022,36,23.8,25.5,87.6,0,947,7
Cascades,2022,37,112.8,29.5,78.9,0,983,2
Cascades,2022,38,44.9,30.1,93.1,0,910,5
Cascades,2022,39,77.9,25.7,93.4,0,954,11
Cascades,2022,40,49.3,27.9,92.7,0,1463,7
Cascades,2022,41,0.3,27.1,93.2,0,1241,9
Cascades,2022,42,4.6,26.7,90.9,0,1404,0
Cascades,2022,43,1.5,29.6,76.1,0,1406,5
Cascades,2022,44,4.1,31.3,93.0,0,1458,12
Cascades,2022,45,1.3,30.7,88.9,0,1388,13
Cascades,2022,46,1.4,28.1,83.1,0,915,3
Cascades,2022,47,4.8,30.5,91.1,0,245,6
Cascades,2022,48,4.0,25.6,77.5,0,190,11
Cascades,2022,49,4.9,27.1,78.3,0,182,2
Cascades,2022,50,0.7,26.8,86.5,0,270,7
Cascades,2022,51,4.8,27.3,85.9,0,224,13
Cascades,2022,52,3.0,30.4,81.1,0,197,1
Cascades,2023,1,2.4,28.0,91.9,0,146,13
Cascades,2023,2,3.2,28.7,78.2,0,153,14
Cascades,2023,3,2.1,28.3,79.8,0,244,9
Cascades,2023,4,4.1,27.7,80.7,0,244,10
Cascades,2023,5,2.5,32.8,81.9,0,229,5
Cascades,2023,6,3.7,25.9,84.4,0,251,11
Cascades,2023,7,3.2,28.2,84.5,0,273,11
Cascades,2023,8,1.7,25.7,78.3,0,160,8
Cascades,2023,9,4.0,26.4,79.7,0,202,3
Cascades,2023,10,3.9,35.0,89.2,0,236,11
Cascades,2023,11,0.4,34.4,76.3,0,247,13
Cascades,2023,12,0.1,40.1,93.0,0,244,8
Cascades,2023,13,3.6,34.2,78.6,0,251,3
Cascades,2023,14,0.2,39.0,80.9,0,219,8
Cascades,2023,15,3.2,35.2,84.8,0,235,4
Cascades,2023,16,2.1,36.5,91.0,0,172,4
Cascades,2023,17,2.6,35.1,90.1,0,258,12
Cascades,2023,18,1.6,38.2,78.2,0,257,13
Cascades,2023,19,0.3,32.9,84.5,0,228,13
Cascades,2023,20,1.7,30.0,91.6,0,232,7
Cascades,2023,21,1.7,31.4,90.4,0,265,13
Cascades,2023,22,74.9,31.5,84.7,0,167,9
Cascades,2023,23,81.1,29.9,84.8,0,251,3
Cascades,2023,24,97.5,27.2,86.0,0,210,10
Cascades,2023,25,31.0,28.1,85.9,0,243,9
Cascades,2023,26,103.9,30.3,93.9,0,1425,11
Cascades,2023,27,26.6,26.2,86.9,0,1226,5
Cascades,2023,28,31.1,25.5,75.0,0,878,10
Cascades,2023,29,26.7,25.6,77.9,0,1254,14
Cascades,2023,30,53.0,31.7,94.8,0,856,2
Cascades,2023,31,30.5,28.1,79.2,0,1344,12
Cascades,2023,32,100.7,31.5,86.4,0,1288,2
Cascades,2023,33,39.5,26.9,79.3,0,1163,3
Cascades,2023,34,97.9,28.7,92.1,0,1251,13
Cascades,2023,35,47.1,30.7,93.8,0,1003,3
Cascades,2023,36,59.0,29.0,92.7,0,1265,14
Cascades,2023,37,97.7,26.3,78.1,0,1421,8
Cascades,2023,38,48.6,32.5,84.7,0,1378,9
Cascades,2023,39,88.8,28.8,92.9,0,1059,7
Cascades,2023,40,85.1,31.8,79.6,0,1292,0
Cascades,2023,41,4.2,28.7,77.2,0,858,7
Cascades,2023,42,2.0,28.7,94.3,0,1140,6
Cascades,2023,43,2.4,31.0,79.0,0,1123,1
Cascades,2023,44,2.8,32.9,80.3,0,1309,10
Cascades,2023,45,3.9,29.7,79.9,0,1289,3
Cascades,2023,46,4.6,25.4,90.0,0,1134,4
Cascades,2023,47,4.6,26.4,82.4,0,249,9
Cascades,2023,48,0.8,31.7,75.3,0,278,10
Cascades,2023,49,2.5,26.3,77.1,0,204,12
Cascades,2023,50,4.5,31.7,83.1,0,206,12
Cascades,2023,51,1.3,26.0,86.6,0,160,12
Cascades,2023,52,2.6,31.2,78.9,0,200,2
Cascades,2024,1,3.0,31.6,75.3,0,179,2
Cascades,2024,2,2.8,32.2,93.2,0,272,6
Cascades,2024,3,0.8,28.6,86.8,0,276,6
Cascades,2024,4,0.3,25.9,84.6,0,177,12
Cascades,2024,5,1.3,25.6,77.8,0,153,6
Cascades,2024,6,3.8,27.5,87.6,0,250,14
Cascades,2024,7,0.1,28.7,93.1,0,222,11
Cascades,2024,8,4.2,30.7,88.4,0,185,8
Cascades,2024,9,0.8,28.0,93.2,0,243,7
Cascades,2024,10,1.1,40.0,94.2,0,202,2
Cascades,2024,11,3.8,35.2,93.2,0,230,1
Cascades,2024,12,0.6,38.0,94.1,0,150,14
Cascades,2024,13,3.4,39.1,76.0,0,179,6
Cascades,2024,14,4.7,37.2,87.1,0,168,2
Cascades,2024,15,3.2,38.6,81.2,1,215,7
Cascades,2024,16,3.4,37.8,79.9,1,175,11
Cascades,2024,17,0.0,37.3,81.6,0,259,3
Cascades,2024,18,1.1,39.6,85.0,0,243,1
Cascades,2024,19,0.3,32.3,94.2,0,154,13
Cascades,2024,20,4.7,28.3,79.0,0,235,5
Cascades,2024,21,3.5,27.0,90.0,0,178,4
Cascades,2024,22,97.8,28.3,94.5,0,242,13
Cascades,2024,23,30.6,25.5,90.4,0,213,5
Cascades,2024,24,97.6,30.1,93.8,0,231,13
Cascades,2024,25,90.8,30.9,94.0,1,251,13
Cascades,2024,26,44.4,30.7,77.1,1,1209,7
Cascades,2024,27,91.0,29.3,81.7,0,918,2
Cascades,2024,28,50.1,31.9,94.6,0,1082,2
Cascades,2024,29,56.9,29.1,80.4,0,1324,2
Cascades,2024,30,21.6,27.5,81.7,0,1349,1
Cascades,2024,31,95.3,30.4,90.5,0,916,10
Cascades,2024,32,100.7,28.3,92.8,0,913,6
Cascades,2024,33,113.8,25.1,87.5,0,1242,11
Cascades,2024,34,98.7,30.1,82.5,0,1354,7
Cascades,2024,35,23.6,29.2,88.6,0,1101,14
Cascades,2024,36,25.3,25.3,77.0,0,828,10
Cascades,2024,37,67.2,28.9,83.1,0,1189,5
Cascades,2024,38,42.3,27.9,75.4,0,1129,12
Cascades,2024,39,89.2,28.9,89.3,0,1188,6
Cascades,2024,40,25.7,25.4,93.7,0,994,4
Cascades,2024,41,0.5,32.8,85.3,0,1098,12
Cascades,2024,42,0.4,31.5,84.9,0,1271,6
Cascades,2024,43,0.4,30.9,92.9,0,1154,11
Cascades,2024,44,0.2,30.6,76.2,0,1108,9
Cascades,2024,45,1.7,25.1,75.3,0,908,7
