region,annee,semaine_epi,pluviometrie_mm,temperature_moy_c,taux_couverture_milda,campagne_vaccinale_active,cas_paludisme,cas_dengue,date_approx,mois,saison
Cascades,2020,2,-0.6980608588452976,-0.937039134804658,-0.13973732842182593,0,195,9,2020-01-13,1,Sèche
Cascades,2020,3,-0.5682975174362854,-1.0907383048328607,1.4920894392509145,0,288,11,2020-01-20,1,Sèche
Cascades,2020,4,-0.7008818010498412,-0.21977634133971255,0.8150549292590338,0,265,7,2020-01-27,1,Sèche
Cascades,2020,5,-0.6106116505044415,0.06200547037865822,1.7004077500176482,0,220,14,2020-02-03,2,Sèche
Cascades,2020,6,-0.5795812862544604,-0.8601895497905564,-1.2681281784082965,0,228,3,2020-02-10,2,Sèche
Cascades,2020,7,-0.5852231706635478,-1.116354833170894,1.196971832331378,0,297,4,2020-02-17,2,Sèche
Cascades,2020,8,-0.6952399166407538,-1.0907383048328607,1.4920894392509145,0,186,12,2020-02-24,2,Sèche
Cascades,2020,9,-0.6247163615271603,-1.0651217764948266,0.7282556331062283,0,271,10,2020-03-02,3,Sèche
Cascades,2020,10,-0.661388610186229,1.1122831322380418,-1.6847647999417636,0,176,1,2020-03-09,3,Sèche
Cascades,2020,11,-0.6501048413680539,1.6758467556747851,1.3532105654064264,0,241,5,2020-03-16,3,Sèche
Cascades,2020,12,-0.6190744771180727,2.2394103791115283,0.4157781669561293,0,158,4,2020-03-23,3,Sèche
Cascades,2020,13,-0.6698514367998601,1.6758467556747851,0.7456154923367885,0,195,3,2020-03-30,3,Sèche
Cascades,2020,14,-0.5993278816862666,1.5989971706606845,0.39841830772556674,0,209,3,2020-04-06,4,Sèche
Cascades,2020,15,-0.7065236854589287,1.7783128690269197,0.22481971541995588,0,163,8,2020-04-13,4,Sèche
Cascades,2020,16,-0.6021488238908103,2.6492748325200672,-1.1466091637943685,0,294,0,2020-04-20,4,Sèche
Cascades,2020,17,-0.6501048413680539,2.521192190829898,-1.1986887414860536,0,261,5,2020-04-27,4,Sèche
Cascades,2020,18,-0.6218954193226165,1.9063955107170885,0.5720169000311776,0,181,12,2020-05-04,5,Pluvieuse
Cascades,2020,19,-0.6754933212089477,0.3694038104350631,-0.6778929645692211,0,268,6,2020-05-11,5,Pluvieuse
Cascades,2020,20,-0.5936859972771792,-0.629640794748253,0.4331380261866894,0,300,5,2020-05-18,5,Pluvieuse
Cascades,2020,21,-0.6360001303453352,-0.9882721914807252,-0.7299725422609038,0,193,1,2020-05-25,5,Pluvieuse
Cascades,2020,22,0.6898427057902237,-1.0395052481567935,1.3532105654064264,0,235,10,2020-06-01,6,Pluvieuse
Cascades,2020,23,1.158119111744485,-0.6552573230862871,0.24217957465051843,0,259,9,2020-06-08,6,Pluvieuse
Cascades,2020,24,1.9620876400394514,-0.5527912097341515,-0.9556507122581974,0,205,9,2020-06-15,6,Pluvieuse
Cascades,2020,25,2.2216143228574756,0.3437872820970299,0.6240964777228604,0,213,0,2020-06-22,6,Pluvieuse
Cascades,2020,26,2.6278300003117745,-0.6808738514243203,-1.059809867641563,0,1410,4,2020-06-29,6,Pluvieuse
Cascades,2020,27,0.5008395780857929,0.1644715837307938,1.266411269253621,0,1492,5,2020-07-06,7,Pluvieuse
Cascades,2020,28,0.5741840754039302,-1.2188209465230295,1.370570424636989,0,1501,7,2020-07-13,7,Pluvieuse
Cascades,2020,29,2.461394410243694,0.3950203387730972,-1.5806056445583956,0,1342,10,2020-07-20,7,Pluvieuse
Cascades,2020,30,2.057999674993938,-0.21977634133971255,0.7803352107979111,0,1544,5,2020-07-27,7,Pluvieuse
Cascades,2020,31,1.8464290096531577,-0.8089564931144891,0.4504978854172495,0,1335,2,2020-08-03,8,Pluvieuse
Cascades,2020,32,1.5502300781760647,-1.1419713615089282,-1.059809867641563,0,1447,10,2020-08-10,8,Pluvieuse
Cascades,2020,33,1.7420541480850396,-1.0138887198187594,-0.3133359207274368,0,1020,10,2020-08-17,8,Pluvieuse
Cascades,2020,34,-0.11412582250474285,0.4718699237871978,-0.3827753576496821,0,1264,7,2020-08-24,8,Pluvieuse
Cascades,2020,35,0.45852544501763676,-1.2444374748610627,-0.573733809185853,0,1352,6,2020-08-31,8,Pluvieuse
Cascades,2020,36,0.9126971399491792,-0.5527912097341515,-1.5458859260972753,0,1450,0,2020-09-07,9,Pluvieuse
Cascades,2020,37,0.24131289526776872,-0.6040242664102189,-1.059809867641563,0,1489,8,2020-09-14,9,Pluvieuse
Cascades,2020,38,-0.03231849857297436,-0.040460642973476436,0.22481971541995588,0,1283,9,2020-09-21,9,Pluvieuse
Cascades,2020,39,1.9902970620848888,-1.0651217764948266,-0.2959760614968767,0,1030,2,2020-09-28,9,Pluvieuse
Cascades,2020,40,1.155298169539941,-0.3222424546918481,1.7177676092482108,0,1421,7,2020-10-05,10,Pluvieuse
Cascades,2020,41,-0.6726723790044038,-0.9114226064666247,1.1622521138702555,0,1446,0,2020-10-12,10,Pluvieuse
Cascades,2020,42,-0.7008818010498412,0.6255690938154007,-1.4243669114833473,0,1516,9,2020-10-19,10,Pluvieuse
Cascades,2020,43,-0.6698514367998601,0.3437872820970299,-0.6778929645692211,0,1165,5,2020-10-26,10,Pluvieuse
Cascades,2020,44,-0.69241897443621,0.4718699237871978,-0.9556507122581974,0,1058,7,2020-11-02,11,Sèche
Cascades,2020,45,-0.6416420147544227,-0.9114226064666247,1.1796119731008157,0,1062,13,2020-11-09,11,Sèche
Cascades,2020,46,-0.5936859972771792,0.523102980463266,1.0928126769480102,0,1317,3,2020-11-16,11,Sèche
Cascades,2020,47,-0.6360001303453352,0.11323852705472555,-0.9730105714887576,0,166,4,2020-11-23,11,Sèche
Cascades,2020,48,-0.6557467257771414,-0.296625926353814,1.5962485946342826,0,278,12,2020-11-30,11,Sèche
Cascades,2020,49,-0.6077907082998978,0.42063686711113135,0.641456336953423,0,195,13,2020-12-07,12,Sèche
Cascades,2020,50,-0.6839561478225789,-0.4759416247200501,1.0233732400257674,0,207,0,2020-12-14,12,Sèche
Cascades,2020,51,-0.6726723790044038,0.190088112068827,-0.261256343035754,0,293,13,2020-12-21,12,Sèche
Cascades,2020,52,-0.6444629569589664,-0.7321069081003877,-1.2507683191777363,0,294,12,2020-12-28,12,Sèche
Cascades,2021,1,-0.6811352056180351,-1.1932044181849955,-0.6431732461080985,0,154,14,2021-01-04,1,Sèche
Cascades,2021,2,-0.5795812862544604,0.08762199871669235,-0.1570971876523885,0,259,4,2021-01-11,1,Sèche
Cascades,2021,3,-0.6557467257771414,-0.8601895497905564,-0.5042943722636102,0,223,12,2021-01-18,1,Sèche
Cascades,2021,4,-0.6077907082998978,0.06200547037865822,-0.1570971876523885,0,250,12,2021-01-25,1,Sèche
Cascades,2021,5,-0.6472838991635101,-0.37347551136791546,-0.5042943722636102,0,169,4,2021-02-01,2,Sèche
Cascades,2021,6,-0.604969766095354,-0.3222424546918481,0.05122112311434501,0,293,14,2021-02-08,2,Sèche
Cascades,2021,7,-0.6811352056180351,-1.0138887198187594,0.36369858926444404,0,232,13,2021-02-15,2,Sèche
Cascades,2021,8,-0.5739394018453728,0.4718699237871978,1.6483281723259653,0,278,14,2021-02-22,2,Sèche
Cascades,2021,9,-0.6811352056180351,-0.8089564931144891,-1.5979655037889582,0,226,14,2021-03-01,3,Sèche
Cascades,2021,10,-0.6980608588452976,2.521192190829898,0.9712936623340821,0,294,11,2021-03-08,3,Sèche
Cascades,2021,11,-0.5880441128680916,2.162560794097426,0.3289788708033239,0,151,8,2021-03-15,3,Sèche
Cascades,2021,12,-0.5880441128680916,1.9063955107170885,1.5268091577120373,0,161,7,2021-03-22,3,Sèche
Cascades,2021,13,-0.5852231706635478,2.469959134153832,-1.5632457853278354,0,284,12,2021-03-29,3,Sèche
Cascades,2021,14,-0.5993278816862666,1.2915988306042787,0.8150549292590338,0,176,7,2021-04-05,4,Sèche
Cascades,2021,15,-0.6726723790044038,1.5989971706606845,-1.4243669114833473,0,195,10,2021-04-12,4,Sèche
Cascades,2021,16,-0.5739394018453728,1.522147585646582,0.2942591523422012,0,207,3,2021-04-19,4,Sèche
Cascades,2021,17,-0.7008818010498412,1.0610500755619752,-0.018218313807897846,0,169,2,2021-04-26,4,Sèche
Cascades,2021,18,-0.6331791881407914,2.18817732243546,1.3879302838675491,0,290,2,2021-05-03,5,Pluvieuse
Cascades,2021,19,-0.6472838991635101,0.26693769708292847,-0.8341316976442694,0,169,4,2021-05-10,5,Pluvieuse
Cascades,2021,20,-0.6895980322316664,-1.3725201165512315,-0.452214794571925,0,156,5,2021-05-17,5,Pluvieuse
Cascades,2021,21,-0.6698514367998601,0.42063686711113135,-1.4070070522527847,0,186,12,2021-05-24,5,Pluvieuse
Cascades,2021,22,1.9874761198803448,-0.3990920397059496,1.0233732400257674,0,274,4,2021-05-31,5,Pluvieuse
Cascades,2021,23,2.08903003924392,-0.06607717131151056,1.4052901430981093,0,184,14,2021-06-07,6,Pluvieuse
Cascades,2021,24,0.6193191506766301,-0.9114226064666247,1.6309683130954054,0,259,0,2021-06-14,6,Pluvieuse
Cascades,2021,25,1.437392389994315,-0.6808738514243203,1.5441690169426,0,154,5,2021-06-21,6,Pluvieuse
Cascades,2021,26,0.7067683590174862,-0.5784077380721857,-0.08765775073014317,0,980,4,2021-06-28,6,Pluvieuse
Cascades,2021,27,1.7730845123350205,0.4718699237871978,1.3011309877147437,0,945,1,2021-07-05,7,Pluvieuse
Cascades,2021,28,1.4853484074715588,0.5743360371393342,-0.5390140907247304,0,1011,0,2021-07-12,7,Pluvieuse
Cascades,2021,29,2.1539117099484257,-0.014844114635443224,0.22481971541995588,0,1017,9,2021-07-19,7,Pluvieuse
Cascades,2021,30,-0.07745357384567428,-0.4503250963820169,-1.4070070522527847,0,1099,7,2021-07-26,7,Pluvieuse
Cascades,2021,31,2.404975566152819,0.06200547037865822,0.7108957738756658,0,1367,1,2021-08-02,8,Pluvieuse
Cascades,2021,32,0.6023934974493677,-0.9882721914807252,-1.7368443776334463,0,1418,14,2021-08-09,8,Pluvieuse
Cascades,2021,33,2.0692834438121137,0.4974864521252319,-1.1118894453332482,0,1200,10,2021-08-16,8,Pluvieuse
Cascades,2021,34,2.4839619478800437,-0.06607717131151056,-0.747332401491464,0,1367,10,2021-08-23,8,Pluvieuse
Cascades,2021,35,0.6870217635856799,0.06200547037865822,0.4157781669561293,0,1426,10,2021-08-30,8,Pluvieuse
Cascades,2021,36,2.08903003924392,-0.8601895497905564,-1.1118894453332482,0,1172,8,2021-09-06,9,Pluvieuse
Cascades,2021,37,0.6390657461084363,0.03638894204062502,1.0580929584868874,0,991,2,2021-09-13,9,Pluvieuse
Cascades,2021,38,2.151090767743882,-0.06607717131151056,-0.5390140907247304,0,1351,8,2021-09-20,9,Pluvieuse
Cascades,2021,39,0.30619456597227473,-0.2710093980157808,-1.4938063484055901,0,1057,3,2021-09-27,9,Pluvieuse
Cascades,2021,40,-0.060527920618411786,-1.295670531537131,-0.07029789149958307,0,1228,0,2021-10-04,10,Pluvieuse
Cascades,2021,41,-0.6698514367998601,-0.142926756325612,-1.5806056445583956,0,1248,6,2021-10-11,10,Pluvieuse
Cascades,2021,42,-0.604969766095354,-1.3469035882131983,0.641456336953423,0,1409,3,2021-10-18,10,Pluvieuse
Cascades,2021,43,-0.6134325927089853,0.010772413702590895,1.6136084538648428,0,1166,3,2021-10-25,10,Pluvieuse
Cascades,2021,44,-0.661388610186229,-0.09169369964954377,-1.7194845184028862,0,1474,9,2021-11-01,11,Sèche
Cascades,2021,45,-0.6106116505044415,-0.6040242664102189,0.6240964777228604,0,1042,2,2021-11-08,11,Sèche
Cascades,2021,46,-0.604969766095354,-0.11731022798757788,0.15538027849771302,0,884,11,2021-11-15,11,Sèche
Cascades,2021,47,-0.6952399166407538,-0.629640794748253,0.9018542254118392,0,276,14,2021-11-22,11,Sèche
Cascades,2021,48,-0.638821072549879,-0.7064903797623544,0.5893767592617402,0,165,12,2021-11-29,11,Sèche
Cascades,2021,49,-0.6811352056180351,-1.3725201165512315,0.6761760554145456,0,198,8,2021-12-06,12,Sèche
Cascades,2021,50,-0.6529257835725977,-0.8858060781285906,0.6240964777228604,0,170,11,2021-12-13,12,Sèche
Cascades,2021,51,-0.6980608588452976,0.523102980463266,-0.261256343035754,0,155,7,2021-12-20,12,Sèche
Cascades,2021,52,-0.6472838991635101,0.3694038104350631,-0.1570971876523885,0,243,7,2021-12-27,12,Sèche
Cascades,2022,1,-0.661388610186229,-1.270054003199097,1.196971832331378,0,245,8,2022-01-03,1,Sèche
Cascades,2022,2,-0.5682975174362854,-0.34785898302988133,1.0060133807952047,0,234,4,2022-01-10,1,Sèche
Cascades,2022,3,-0.6839561478225789,-1.1932044181849955,-0.9035711345665147,0,242,13,2022-01-17,1,Sèche
Cascades,2022,4,-0.6077907082998978,-0.7577234364384218,-0.7126126830303413,0,224,9,2022-01-24,1,Sèche
Cascades,2022,5,-0.6557467257771414,0.06200547037865822,0.9192140846423993,0,290,4,2022-01-31,1,Sèche
Cascades,2022,6,-0.6783142634134913,0.06200547037865822,-0.7994119791831467,0,273,2,2022-02-07,2,Sèche
Cascades,2022,7,-0.6557467257771414,0.5999525654773665,-0.6778929645692211,0,254,13,2022-02-14,2,Sèche
Cascades,2022,8,-0.7037027432543851,-0.5784077380721857,-0.22653662457463136,0,243,3,2022-02-21,2,Sèche
Cascades,2022,9,-0.6670304945953164,0.6255690938154007,-1.4417267707139074,0,151,12,2022-02-28,2,Sèche
Cascades,2022,10,-0.616253534913529,1.983245095731191,1.3358507061758664,0,291,1,2022-03-07,3,Sèche
Cascades,2022,11,-0.638821072549879,1.496531057308548,0.06858098234490759,0,295,11,2022-03-14,3,Sèche
Cascades,2022,12,-0.6670304945953164,2.495575662491866,-1.4938063484055901,0,272,8,2022-03-21,3,Sèche
Cascades,2022,13,-0.5767603440499166,2.4443426058157978,-1.354927474561102,0,281,6,2022-03-28,3,Sèche
Cascades,2022,14,-0.6416420147544227,2.5980417758440004,-1.5979655037889582,0,213,5,2022-04-04,4,Sèche
Cascades,2022,15,-0.6501048413680539,2.5468087191679323,-0.46957465380248753,0,291,8,2022-04-11,4,Sèche
Cascades,2022,16,-0.638821072549879,1.5989971706606845,1.7004077500176482,0,284,13,2022-04-18,4,Sèche
Cascades,2022,17,-0.6642095523907726,1.3172153589423128,0.7976950700284712,0,278,7,2022-04-25,4,Sèche
Cascades,2022,18,-0.6670304945953164,2.469959134153832,0.39841830772556674,0,159,9,2022-05-02,5,Pluvieuse
Cascades,2022,19,-0.5711184596408291,-0.629640794748253,-1.4938063484055901,0,257,14,2022-05-09,5,Pluvieuse
Cascades,2022,20,-0.6895980322316664,-0.6808738514243203,0.39841830772556674,0,195,0,2022-05-16,5,Pluvieuse
Cascades,2022,21,-0.6360001303453352,0.523102980463266,0.8150549292590338,0,288,11,2022-05-23,5,Pluvieuse
Cascades,2022,22,2.5629483296072686,0.3437872820970299,1.3532105654064264,0,162,4,2022-05-30,5,Pluvieuse
Cascades,2022,23,1.7392332058804956,-0.3990920397059496,1.6136084538648428,0,208,9,2022-06-06,6,Pluvieuse
Cascades,2022,24,0.881666775699198,-1.0651217764948266,0.27689929311163863,0,294,12,2022-06-13,6,Pluvieuse
Cascades,2022,25,0.9070552555400916,-0.4503250963820169,-1.2160486007166138,0,239,6,2022-06-20,6,Pluvieuse
Cascades,2022,26,1.9931180042894323,-0.4503250963820169,0.05122112311434501,0,1278,4,2022-06-27,6,Pluvieuse
Cascades,2022,27,1.9790132932667137,-1.0395052481567935,1.4573697207897944,0,1425,10,2022-07-04,7,Pluvieuse
Cascades,2022,28,-0.0266766141638869,-0.21977634133971255,1.6309683130954054,0,1003,5,2022-07-11,7,Pluvieuse
Cascades,2022,29,0.32594116140408097,0.3694038104350631,-0.7299725422609038,0,1375,12,2022-07-18,7,Pluvieuse
Cascades,2022,30,0.8337107582219546,-0.3990920397059496,1.4920894392509145,0,1137,12,2022-07-25,7,Pluvieuse
Cascades,2022,31,1.2286426668580783,0.1644715837307938,-0.4174950761108048,0,1164,1,2022-08-01,8,Pluvieuse
Cascades,2022,32,1.0565651923809103,-0.296625926353814,-0.9730105714887576,0,919,7,2022-08-08,8,Pluvieuse
Cascades,2022,33,1.868996547289508,0.08762199871669235,-0.7299725422609038,0,1448,1,2022-08-15,8,Pluvieuse
Cascades,2022,34,0.38236000549495586,-0.7064903797623544,-0.05293803226902051,0,986,7,2022-08-22,8,Pluvieuse
Cascades,2022,35,-0.11130488030019917,-0.8089564931144891,0.22481971541995588,0,1360,7,2022-08-29,8,Pluvieuse
Cascades,2022,36,-0.03796038298206183,-1.270054003199097,0.4504978854172495,0,947,7,2022-09-05,9,Pluvieuse
Cascades,2022,37,2.4726781790618686,-0.24539286967774668,-1.059809867641563,0,983,2,2022-09-12,9,Pluvieuse
Cascades,2022,38,0.5572584221766678,-0.09169369964954377,1.4052901430981093,0,910,5,2022-09-19,9,Pluvieuse
Cascades,2022,39,1.4881693496761028,-1.2188209465230295,1.4573697207897944,0,954,11,2022-09-26,9,Pluvieuse
Cascades,2022,40,0.6813798791765924,-0.6552573230862871,1.3358507061758664,0,1463,7,2022-10-03,10,Pluvieuse
Cascades,2022,41,-0.7008818010498412,-0.8601895497905564,1.4226500023286717,0,1241,9,2022-10-10,10,Pluvieuse
Cascades,2022,42,-0.5795812862544604,-0.962655663142692,1.0233732400257674,0,1404,0,2022-10-17,10,Pluvieuse
Cascades,2022,43,-0.6670304945953164,-0.21977634133971255,-1.5458859260972753,0,1406,5,2022-10-24,10,Pluvieuse
Cascades,2022,44,-0.5936859972771792,0.21570464040686113,1.3879302838675491,0,1458,12,2022-10-31,10,Pluvieuse
Cascades,2022,45,-0.6726723790044038,0.06200547037865822,0.6761760554145456,0,1388,13,2022-11-07,11,Sèche
Cascades,2022,46,-0.6698514367998601,-0.6040242664102189,-0.33069577995799937,0,915,3,2022-11-14,11,Sèche
Cascades,2022,47,-0.5739394018453728,0.010772413702590895,1.0580929584868874,0,245,6,2022-11-21,11,Sèche
Cascades,2022,48,-0.5965069394817228,-1.2444374748610627,-1.3028478968694193,0,190,11,2022-11-28,11,Sèche
Cascades,2022,49,-0.5711184596408291,-0.8601895497905564,-1.1639690230249309,0,182,2,2022-12-05,12,Sèche
Cascades,2022,50,-0.6895980322316664,-0.937039134804658,0.25953943388107853,0,270,7,2022-12-12,12,Sèche
Cascades,2022,51,-0.5739394018453728,-0.8089564931144891,0.15538027849771302,0,224,13,2022-12-19,12,Sèche
Cascades,2022,52,-0.6247163615271603,-0.014844114635443224,-0.6778929645692211,0,197,1,2022-12-26,12,Sèche
Cascades,2023,1,-0.6416420147544227,-0.629640794748253,1.196971832331378,0,146,13,2023-01-02,1,Sèche
Cascades,2023,2,-0.6190744771180727,-0.4503250963820169,-1.181328882255491,0,153,14,2023-01-09,1,Sèche
Cascades,2023,3,-0.6501048413680539,-0.5527912097341515,-0.9035711345665147,0,244,9,2023-01-16,1,Sèche
Cascades,2023,4,-0.5936859972771792,-0.7064903797623544,-0.747332401491464,0,244,10,2023-01-23,1,Sèche
Cascades,2023,5,-0.638821072549879,0.5999525654773665,-0.5390140907247304,0,229,5,2023-01-30,1,Sèche
Cascades,2023,6,-0.604969766095354,-1.1675878898469623,-0.10501760996070328,0,251,11,2023-02-06,2,Sèche
Cascades,2023,7,-0.6190744771180727,-0.5784077380721857,-0.08765775073014317,0,273,11,2023-02-13,2,Sèche
Cascades,2023,8,-0.661388610186229,-1.2188209465230295,-1.1639690230249309,0,160,8,2023-02-20,2,Sèche
Cascades,2023,9,-0.5965069394817228,-1.0395052481567935,-0.9209309937970748,0,202,3,2023-02-27,2,Sèche
Cascades,2023,10,-0.5993278816862666,1.16351618891411,0.7282556331062283,0,236,11,2023-03-06,3,Sèche
Cascades,2023,11,-0.6980608588452976,1.009817018885907,-1.5111662076361527,0,247,13,2023-03-13,3,Sèche
Cascades,2023,12,-0.7065236854589287,2.469959134153832,1.3879302838675491,0,244,8,2023-03-20,3,Sèche
Cascades,2023,13,-0.6077907082998978,0.9585839622098405,-1.1118894453332482,0,251,3,2023-03-27,3,Sèche
Cascades,2023,14,-0.7037027432543851,2.18817732243546,-0.7126126830303413,0,219,8,2023-04-03,4,Sèche
Cascades,2023,15,-0.6190744771180727,1.214749245590178,-0.03557817303846041,0,235,4,2023-04-10,4,Sèche
Cascades,2023,16,-0.6501048413680539,1.5477641139846163,1.0407330992563273,0,172,4,2023-04-17,4,Sèche
Cascades,2023,17,-0.6360001303453352,1.189132717252144,0.8844943661812766,0,258,12,2023-04-24,4,Sèche
Cascades,2023,18,-0.6642095523907726,1.983245095731191,-1.181328882255491,0,257,13,2023-05-01,5,Pluvieuse
Cascades,2023,19,-0.7008818010498412,0.6255690938154007,-0.08765775073014317,0,228,13,2023-05-08,5,Pluvieuse
Cascades,2023,20,-0.661388610186229,-0.11731022798757788,1.144892254639693,0,232,7,2023-05-15,5,Pluvieuse
Cascades,2023,21,-0.661388610186229,0.24132116874489434,0.9365739438729619,0,265,13,2023-05-22,5,Pluvieuse
Cascades,2023,22,1.4035410835397906,0.26693769708292847,-0.05293803226902051,0,167,9,2023-05-29,5,Pluvieuse
Cascades,2023,23,1.5784395002215021,-0.142926756325612,-0.03557817303846041,0,251,3,2023-06-05,6,Pluvieuse
Cascades,2023,24,2.041074021766676,-0.8345730214525232,0.1727401377282731,0,210,10,2023-06-12,6,Pluvieuse
Cascades,2023,25,0.1651474557450876,-0.6040242664102189,0.15538027849771302,0,243,9,2023-06-19,6,Pluvieuse
Cascades,2023,26,2.2216143228574756,-0.040460642973476436,1.5441690169426,0,1425,11,2023-06-26,6,Pluvieuse
Cascades,2023,27,0.04102599874516298,-1.0907383048328607,0.3289788708033239,0,1226,5,2023-07-03,7,Pluvieuse
Cascades,2023,28,0.1679683979496314,-1.270054003199097,-1.7368443776334463,0,878,10,2023-07-10,7,Pluvieuse
Cascades,2023,29,0.04384694094970666,-1.2444374748610627,-1.2334084599471737,0,1254,14,2023-07-17,7,Pluvieuse
Cascades,2023,30,0.7857547407447109,0.3181707537589958,1.7004077500176482,0,856,2,2023-07-24,7,Pluvieuse
Cascades,2023,31,0.1510427447223689,-0.6040242664102189,-1.0077302899498801,0,1344,12,2023-07-31,7,Pluvieuse
Cascades,2023,32,2.131344172312076,0.26693769708292847,0.24217957465051843,0,1288,2,2023-08-07,8,Pluvieuse
Cascades,2023,33,0.4049275431313057,-0.9114226064666247,-0.9903704307193201,0,1163,3,2023-08-14,8,Pluvieuse
Cascades,2023,34,2.052357790584851,-0.4503250963820169,1.2316915507924984,0,1251,13,2023-08-21,8,Pluvieuse
Cascades,2023,35,0.6193191506766301,0.06200547037865822,1.5268091577120373,0,1003,3,2023-08-28,8,Pluvieuse
Cascades,2023,36,0.9550112730173353,-0.37347551136791546,1.3358507061758664,0,1265,14,2023-09-04,9,Pluvieuse
Cascades,2023,37,2.0467159061757636,-1.0651217764948266,-1.1986887414860536,0,1421,8,2023-09-11,9,Pluvieuse
Cascades,2023,38,0.6616332837447862,0.523102980463266,-0.05293803226902051,0,1378,9,2023-09-18,9,Pluvieuse
Cascades,2023,39,1.7956520499713704,-0.42470856804398277,1.370570424636989,0,1059,7,2023-09-25,9,Pluvieuse
Cascades,2023,40,1.6912771884032518,0.3437872820970299,-0.9382908530276374,0,1292,0,2023-10-02,10,Pluvieuse
Cascades,2023,41,-0.5908650550726353,-0.4503250963820169,-1.354927474561102,0,858,7,2023-10-09,10,Pluvieuse
Cascades,2023,42,-0.6529257835725977,-0.4503250963820169,1.6136084538648428,0,1140,6,2023-10-16,10,Pluvieuse
Cascades,2023,43,-0.6416420147544227,0.13885505539275966,-1.0424500084110029,0,1123,1,2023-10-23,10,Pluvieuse
Cascades,2023,44,-0.6303582459362477,0.6255690938154007,-0.8167718384137093,0,1309,10,2023-10-30,10,Pluvieuse
Cascades,2023,45,-0.5993278816862666,-0.19415981300167934,-0.8862112753359521,0,1289,3,2023-11-06,11,Sèche
Cascades,2023,46,-0.5795812862544604,-1.295670531537131,0.8671345069507166,0,1134,4,2023-11-13,11,Sèche
Cascades,2023,47,-0.5795812862544604,-1.0395052481567935,-0.452214794571925,0,249,9,2023-11-20,11,Sèche
Cascades,2023,48,-0.6867770900271225,0.3181707537589958,-1.6847647999417636,0,278,10,2023-11-27,11,Sèche
Cascades,2023,49,-0.638821072549879,-1.0651217764948266,-1.3722873337916646,0,204,12,2023-12-04,12,Sèche
Cascades,2023,50,-0.5824022284590041,0.3181707537589958,-0.33069577995799937,0,206,12,2023-12-11,12,Sèche
Cascades,2023,51,-0.6726723790044038,-1.1419713615089282,0.27689929311163863,0,160,12,2023-12-18,12,Sèche
Cascades,2023,52,-0.6360001303453352,0.190088112068827,-1.059809867641563,0,200,2,2023-12-25,12,Sèche
Cascades,2024,1,-0.6247163615271603,0.2925542254209626,-1.6847647999417636,0,179,2,2024-01-01,1,Sèche
Cascades,2024,2,-0.6303582459362477,0.4462533954491655,1.4226500023286717,0,272,6,2024-01-08,1,Sèche
Cascades,2024,3,-0.6867770900271225,-0.4759416247200501,0.3116190115727613,0,276,6,2024-01-15,1,Sèche
Cascades,2024,4,-0.7008818010498412,-1.1675878898469623,-0.07029789149958307,0,177,12,2024-01-22,1,Sèche
Cascades,2024,5,-0.6726723790044038,-1.2444374748610627,-1.2507683191777363,0,153,6,2024-01-29,1,Sèche
Cascades,2024,6,-0.6021488238908103,-0.7577234364384218,0.4504978854172495,0,250,14,2024-02-05,2,Sèche
Cascades,2024,7,-0.7065236854589287,-0.4503250963820169,1.4052901430981093,0,222,11,2024-02-12,2,Sèche
Cascades,2024,8,-0.5908650550726353,0.06200547037865822,0.5893767592617402,0,185,8,2024-02-19,2,Sèche
Cascades,2024,9,-0.6867770900271225,-0.629640794748253,1.4226500023286717,0,243,7,2024-02-26,2,Sèche
Cascades,2024,10,-0.6783142634134913,2.4443426058157978,1.5962485946342826,0,202,2,2024-03-04,3,Sèche
Cascades,2024,11,-0.6021488238908103,1.214749245590178,1.4226500023286717,0,230,1,2024-03-11,3,Sèche
Cascades,2024,12,-0.69241897443621,1.9320120390551225,1.57888873540372,0,150,14,2024-03-18,3,Sèche
Cascades,2024,13,-0.6134325927089853,2.213793850773494,-1.5632457853278354,0,179,6,2024-03-25,3,Sèche
Cascades,2024,14,-0.5767603440499166,1.7270798123508533,0.36369858926444404,0,168,2,2024-04-01,4,Sèche
Cascades,2024,15,-0.6190744771180727,2.0857112090833256,-0.6605331053386585,1,215,7,2024-04-08,4,Sèche
Cascades,2024,16,-0.6134325927089853,1.8807789823790544,-0.8862112753359521,1,175,11,2024-04-15,4,Sèche
Cascades,2024,17,-0.7093446276634725,1.7526963406888856,-0.5910936684164156,0,259,3,2024-04-22,4,Sèche
Cascades,2024,18,-0.6783142634134913,2.3418764924636633,-0.0008584545773377481,0,243,1,2024-04-29,4,Sèche
Cascades,2024,19,-0.7008818010498412,0.4718699237871978,1.5962485946342826,0,154,13,2024-05-06,5,Pluvieuse
Cascades,2024,20,-0.5767603440499166,-0.5527912097341515,-1.0424500084110029,0,235,5,2024-05-13,5,Pluvieuse
Cascades,2024,21,-0.6106116505044415,-0.8858060781285906,0.8671345069507166,0,178,4,2024-05-20,5,Pluvieuse
Cascades,2024,22,2.049536848380307,-0.5527912097341515,1.6483281723259653,0,242,13,2024-05-27,5,Pluvieuse
Cascades,2024,23,0.15386368692691266,-1.270054003199097,0.9365739438729619,0,213,5,2024-06-03,6,Pluvieuse
Cascades,2024,24,2.0438949639712196,-0.09169369964954377,1.5268091577120373,0,231,13,2024-06-10,6,Pluvieuse
